TranscriptID	Entrez
ENSGALT00000044143	100857484
ENSGALT00000016667	.
ENSGALT00000043806	431499
ENSGALT00000043806	431499
ENSGALT00000043806	100858490
ENSGALT00000043806	100858490
ENSGALT00000022380	395350
ENSGALT00000022380	395350
ENSGALT00000022380	101752285
ENSGALT00000022380	101752285
ENSGALT00000040718	395350
ENSGALT00000040718	395350
ENSGALT00000040718	101752285
ENSGALT00000040718	101752285
ENSGALT00000018134	422593
ENSGALT00000022387	426258
ENSGALT00000018144	422594
ENSGALT00000000632	427073
ENSGALT00000018147	422595
ENSGALT00000044896	422596
ENSGALT00000018201	422597
ENSGALT00000045429	422597
ENSGALT00000044284	100859879
ENSGALT00000044219	.
ENSGALT00000044798	.
ENSGALT00000023456	100857565
ENSGALT00000023461	431053
ENSGALT00000018218	422599
ENSGALT00000040702	770202
ENSGALT00000042879	.
ENSGALT00000043583	100857295
ENSGALT00000043583	100857295
ENSGALT00000043583	100857295
ENSGALT00000043583	100859694
ENSGALT00000043583	100859694
ENSGALT00000043583	100859694
ENSGALT00000043583	101749354
ENSGALT00000043583	101749354
ENSGALT00000043583	101749354
ENSGALT00000018225	422600
ENSGALT00000001197	427819
ENSGALT00000001227	.
ENSGALT00000001270	.
ENSGALT00000038016	422601
ENSGALT00000021658	425979
ENSGALT00000018234	422602
ENSGALT00000001309	417462
ENSGALT00000032184	770777
ENSGALT00000045175	.
ENSGALT00000018245	100857411
ENSGALT00000018254	422605
ENSGALT00000001368	417463
ENSGALT00000036190	.
ENSGALT00000010294	.
ENSGALT00000018267	373981
ENSGALT00000029722	426468
ENSGALT00000045937	100858866
ENSGALT00000001367	770683
ENSGALT00000023097	426469
ENSGALT00000043924	.
ENSGALT00000044564	429172
ENSGALT00000004388	429172
ENSGALT00000028260	.
ENSGALT00000042849	.
ENSGALT00000018274	422606
ENSGALT00000044960	.
ENSGALT00000044800	.
ENSGALT00000038003	770813
ENSGALT00000018281	422608
ENSGALT00000018298	422610
ENSGALT00000043171	430679
ENSGALT00000022282	426231
ENSGALT00000022281	426231
ENSGALT00000018315	422611
ENSGALT00000018367	422613
ENSGALT00000000616	426499
ENSGALT00000022286	426232
ENSGALT00000029184	.
ENSGALT00000018386	422614
ENSGALT00000018387	422614
ENSGALT00000001410	395468
ENSGALT00000001410	395468
ENSGALT00000001410	417464
ENSGALT00000001410	417464
ENSGALT00000035206	395468
ENSGALT00000035206	395468
ENSGALT00000035206	417464
ENSGALT00000035206	417464
ENSGALT00000040649	395468
ENSGALT00000040649	395468
ENSGALT00000040649	417464
ENSGALT00000040649	417464
ENSGALT00000018468	422616
ENSGALT00000018500	422618
ENSGALT00000001274	770718
ENSGALT00000040645	395551
ENSGALT00000040645	395551
ENSGALT00000040645	417465
ENSGALT00000040645	417465
ENSGALT00000001404	395551
ENSGALT00000001404	395551
ENSGALT00000001404	417465
ENSGALT00000001404	417465
ENSGALT00000040643	395551
ENSGALT00000040643	395551
ENSGALT00000040643	417465
ENSGALT00000040643	417465
ENSGALT00000001447	.
ENSGALT00000032174	.
ENSGALT00000018503	422620
ENSGALT00000001439	419114
ENSGALT00000001453	419115
ENSGALT00000001462	.
ENSGALT00000023829	419117
ENSGALT00000040660	419118
ENSGALT00000001567	419119
ENSGALT00000037965	422621
ENSGALT00000032173	422622
ENSGALT00000001454	770506
ENSGALT00000030938	428131
ENSGALT00000043998	396215
ENSGALT00000018580	422623
ENSGALT00000001482	417467
ENSGALT00000001580	768550
ENSGALT00000001589	419121
ENSGALT00000018588	422624
ENSGALT00000001793	419122
ENSGALT00000001836	769066
ENSGALT00000001850	419124
ENSGALT00000043834	101747236
ENSGALT00000041395	422625
ENSGALT00000018600	422626
ENSGALT00000001868	419125
ENSGALT00000002032	.
ENSGALT00000045113	771078
ENSGALT00000037951	395241
ENSGALT00000044459	.
ENSGALT00000018624	770729
ENSGALT00000037948	395642
ENSGALT00000045590	.
ENSGALT00000018652	374252
ENSGALT00000001512	.
ENSGALT00000002030	419127
ENSGALT00000001394	417470
ENSGALT00000044582	100858454
ENSGALT00000018662	.
ENSGALT00000018669	422629
ENSGALT00000001524	.
ENSGALT00000044469	.
ENSGALT00000044365	422630
ENSGALT00000037928	.
ENSGALT00000044485	419128
ENSGALT00000044485	419128
ENSGALT00000044485	101749152
ENSGALT00000044485	101749152
ENSGALT00000002165	419128
ENSGALT00000002165	419128
ENSGALT00000002165	101749152
ENSGALT00000002165	101749152
ENSGALT00000001528	417471
ENSGALT00000001528	417471
ENSGALT00000001528	100858064
ENSGALT00000001528	100858064
ENSGALT00000035184	417471
ENSGALT00000035184	417471
ENSGALT00000035184	100858064
ENSGALT00000035184	100858064
ENSGALT00000001556	417472
ENSGALT00000001556	417472
ENSGALT00000001556	100857937
ENSGALT00000001556	100857937
ENSGALT00000029980	422632
ENSGALT00000018677	428757
ENSGALT00000002265	.
ENSGALT00000032169	422633
ENSGALT00000045394	100858750
ENSGALT00000018681	422634
ENSGALT00000002314	419131
ENSGALT00000002335	.
ENSGALT00000045704	.
ENSGALT00000002365	768833
ENSGALT00000042628	.
ENSGALT00000018712	422635
ENSGALT00000001571	395764
ENSGALT00000037917	.
ENSGALT00000045109	404269
ENSGALT00000044066	419134
ENSGALT00000044066	419134
ENSGALT00000044066	100858298
ENSGALT00000044066	100858298
ENSGALT00000044146	419134
ENSGALT00000044146	419134
ENSGALT00000044146	100858298
ENSGALT00000044146	100858298
ENSGALT00000002485	419134
ENSGALT00000002485	419134
ENSGALT00000002485	100858298
ENSGALT00000002485	100858298
ENSGALT00000001583	417473
ENSGALT00000018724	422636
ENSGALT00000044413	.
ENSGALT00000018738	422638
ENSGALT00000046093	770708
ENSGALT00000002354	428133
ENSGALT00000002354	428133
ENSGALT00000002354	100858247
ENSGALT00000002354	100858247
ENSGALT00000044811	768833
ENSGALT00000044811	768833
ENSGALT00000044811	100858376
ENSGALT00000044811	100858376
ENSGALT00000002384	419133
ENSGALT00000002384	419133
ENSGALT00000002384	100858210
ENSGALT00000002384	100858210
ENSGALT00000001603	396441
ENSGALT00000002696	419137
ENSGALT00000002696	419137
ENSGALT00000002696	100858467
ENSGALT00000002696	100858467
ENSGALT00000046141	.
ENSGALT00000043752	419138
ENSGALT00000043752	419138
ENSGALT00000043752	100858952
ENSGALT00000043752	100858952
ENSGALT00000002596	101751336
ENSGALT00000002596	101751336
ENSGALT00000002596	101751395
ENSGALT00000002596	101751395
ENSGALT00000040584	373922
ENSGALT00000018760	422639
ENSGALT00000045829	770762
ENSGALT00000018790	.
ENSGALT00000035163	417476
ENSGALT00000035163	417476
ENSGALT00000035163	100857648
ENSGALT00000035163	100857648
ENSGALT00000002625	100858154
ENSGALT00000045256	.
ENSGALT00000001666	417478
ENSGALT00000001666	417478
ENSGALT00000001666	100858466
ENSGALT00000001666	100858466
ENSGALT00000043619	.
ENSGALT00000044190	.
ENSGALT00000044138	.
ENSGALT00000037904	422641
ENSGALT00000001691	417479
ENSGALT00000035893	100859056
ENSGALT00000044801	430442
ENSGALT00000001706	417480
ENSGALT00000021722	426008
ENSGALT00000044641	.
ENSGALT00000036007	100858315
ENSGALT00000036007	100858315
ENSGALT00000036007	100858604
ENSGALT00000036007	100858604
ENSGALT00000021729	426009
ENSGALT00000046009	426010
ENSGALT00000044279	100857798
ENSGALT00000044279	100857798
ENSGALT00000044279	100859331
ENSGALT00000044279	100859331
ENSGALT00000043236	.
ENSGALT00000021883	426086
ENSGALT00000021886	426087
ENSGALT00000018826	422642
ENSGALT00000021892	426088
ENSGALT00000018840	374117
ENSGALT00000018842	422644
ENSGALT00000018860	422645
ENSGALT00000043431	772271
ENSGALT00000018869	422646
ENSGALT00000018879	422647
ENSGALT00000001731	417481
ENSGALT00000029792	426089
ENSGALT00000002645	.
ENSGALT00000021915	426090
ENSGALT00000045856	.
ENSGALT00000045557	396477
ENSGALT00000043653	100859027
ENSGALT00000002729	.
ENSGALT00000044158	422648
ENSGALT00000044891	.
ENSGALT00000018948	.
ENSGALT00000001766	417483
ENSGALT00000032166	.
ENSGALT00000018962	395696
ENSGALT00000044600	100859114
ENSGALT00000018978	428759
ENSGALT00000018988	428760
ENSGALT00000043242	.
ENSGALT00000018993	422650
ENSGALT00000001779	417484
ENSGALT00000002753	374249
ENSGALT00000002753	374249
ENSGALT00000002753	374249
ENSGALT00000002753	100858257
ENSGALT00000002753	100858257
ENSGALT00000002753	100858257
ENSGALT00000002753	100858631
ENSGALT00000002753	100858631
ENSGALT00000002753	100858631
ENSGALT00000044072	100859111
ENSGALT00000002775	419139
ENSGALT00000035150	417485
ENSGALT00000001925	417486
ENSGALT00000019023	422651
ENSGALT00000019054	396197
ENSGALT00000040501	769474
ENSGALT00000002799	419140
ENSGALT00000040490	.
ENSGALT00000002919	419141
ENSGALT00000019056	422652
ENSGALT00000003157	.
ENSGALT00000019068	422653
ENSGALT00000044787	100859485
ENSGALT00000019072	395872
ENSGALT00000042745	396495
ENSGALT00000041397	422654
ENSGALT00000019091	395997
ENSGALT00000037814	395997
ENSGALT00000037811	395922
ENSGALT00000019101	395922
ENSGALT00000001926	.
ENSGALT00000019102	428761
ENSGALT00000019202	422655
ENSGALT00000043388	771454
ENSGALT00000044773	101748816
ENSGALT00000002942	419142
ENSGALT00000019237	428763
ENSGALT00000019246	422656
ENSGALT00000019266	422660
ENSGALT00000002964	419143
ENSGALT00000002972	419144
ENSGALT00000003027	419145
ENSGALT00000034646	419147
ENSGALT00000044768	419147
ENSGALT00000003180	395295
ENSGALT00000040421	419148
ENSGALT00000042797	.
ENSGALT00000001999	100859865
ENSGALT00000045971	.
ENSGALT00000003248	419149
ENSGALT00000003268	419150
ENSGALT00000002080	417491
ENSGALT00000002080	417491
ENSGALT00000002080	417491
ENSGALT00000002080	100857691
ENSGALT00000002080	100857691
ENSGALT00000002080	100857691
ENSGALT00000002080	101747251
ENSGALT00000002080	101747251
ENSGALT00000002080	101747251
ENSGALT00000034635	419152
ENSGALT00000004694	419152
ENSGALT00000004812	419153
ENSGALT00000043768	396142
ENSGALT00000004815	396142
ENSGALT00000019279	.
ENSGALT00000004840	419154
ENSGALT00000019283	395227
ENSGALT00000004893	419155
ENSGALT00000043490	426448
ENSGALT00000019284	422662
ENSGALT00000019298	395166
ENSGALT00000034624	419156
ENSGALT00000004945	770034
ENSGALT00000004975	428134
ENSGALT00000011699	422092
ENSGALT00000002111	.
ENSGALT00000012499	395279
ENSGALT00000005189	428135
ENSGALT00000005318	419158
ENSGALT00000002146	417493
ENSGALT00000019307	422663
ENSGALT00000019309	395583
ENSGALT00000019309	395583
ENSGALT00000019309	422665
ENSGALT00000019309	422665
ENSGALT00000019311	422666
ENSGALT00000032154	396413
ENSGALT00000032155	396413
ENSGALT00000019318	422667
ENSGALT00000044834	422668
ENSGALT00000019327	554218
ENSGALT00000019334	373958
ENSGALT00000040447	770961
ENSGALT00000002223	417494
ENSGALT00000019351	422669
ENSGALT00000019352	.
ENSGALT00000019370	374153
ENSGALT00000019385	771481
ENSGALT00000005391	419159
ENSGALT00000002242	417495
ENSGALT00000002350	.
ENSGALT00000005408	419160
ENSGALT00000005529	.
ENSGALT00000019387	.
ENSGALT00000005541	396258
ENSGALT00000037761	619530
ENSGALT00000005576	419165
ENSGALT00000019391	428767
ENSGALT00000005593	419166
ENSGALT00000019404	422671
ENSGALT00000019506	771693
ENSGALT00000002375	395707
ENSGALT00000019508	422672
ENSGALT00000019510	422673
ENSGALT00000019519	422675
ENSGALT00000035122	395190
ENSGALT00000002468	771003
ENSGALT00000005603	419167
ENSGALT00000005616	419168
ENSGALT00000019533	422676
ENSGALT00000005634	419169
ENSGALT00000019550	422677
ENSGALT00000019554	422678
ENSGALT00000005651	419170
ENSGALT00000019558	422680
ENSGALT00000019560	422682
ENSGALT00000019566	428768
ENSGALT00000004894	425103
ENSGALT00000019581	422683
ENSGALT00000005796	419172
ENSGALT00000046068	422684
ENSGALT00000019584	422684
ENSGALT00000002517	417499
ENSGALT00000019591	422685
ENSGALT00000040382	417499
ENSGALT00000019599	428769
ENSGALT00000002525	395538
ENSGALT00000019606	422686
ENSGALT00000019611	374033
ENSGALT00000019613	422687
ENSGALT00000019642	422688
ENSGALT00000037701	422688
ENSGALT00000019661	.
ENSGALT00000002552	417500
ENSGALT00000002637	417501
ENSGALT00000005816	.
ENSGALT00000005832	396004
ENSGALT00000042945	396004
ENSGALT00000005954	419175
ENSGALT00000045187	419176
ENSGALT00000044854	428137
ENSGALT00000006048	419177
ENSGALT00000006049	419177
ENSGALT00000006098	419178
ENSGALT00000006112	428138
ENSGALT00000006119	.
ENSGALT00000040347	395930
ENSGALT00000006127	396442
ENSGALT00000043732	.
ENSGALT00000045586	100857695
ENSGALT00000006220	419179
ENSGALT00000035106	417503
ENSGALT00000002752	417505
ENSGALT00000002764	417506
ENSGALT00000040303	417507
ENSGALT00000002792	101749861
ENSGALT00000006247	419180
ENSGALT00000034451	419181
ENSGALT00000044938	419182
ENSGALT00000019679	422690
ENSGALT00000006261	419183
ENSGALT00000019715	428770
ENSGALT00000019725	100858173
ENSGALT00000019728	422692
ENSGALT00000045568	422693
ENSGALT00000006265	419184
ENSGALT00000043690	395862
ENSGALT00000006299	419185
ENSGALT00000019779	428771
ENSGALT00000019819	428772
ENSGALT00000037673	428772
ENSGALT00000019851	408035
ENSGALT00000002791	396358
ENSGALT00000006413	.
ENSGALT00000043553	422696
ENSGALT00000019889	771805
ENSGALT00000032134	422697
ENSGALT00000019810	428773
ENSGALT00000002828	.
ENSGALT00000006480	770173
ENSGALT00000006521	419187
ENSGALT00000006537	419188
ENSGALT00000002834	417508
ENSGALT00000019895	772082
ENSGALT00000002840	417509
ENSGALT00000002854	417510
ENSGALT00000002870	.
ENSGALT00000006565	419189
ENSGALT00000019897	395477
ENSGALT00000019912	422698
ENSGALT00000037662	422699
ENSGALT00000046127	100857112
ENSGALT00000046127	100857112
ENSGALT00000046127	100857112
ENSGALT00000046127	100857325
ENSGALT00000046127	100857325
ENSGALT00000046127	100857325
ENSGALT00000046127	100859908
ENSGALT00000046127	100859908
ENSGALT00000046127	100859908
ENSGALT00000037656	396030
ENSGALT00000019952	396030
ENSGALT00000019955	395101
ENSGALT00000037649	395101
ENSGALT00000002880	417513
ENSGALT00000019958	422701
ENSGALT00000002911	417513
ENSGALT00000019968	422702
ENSGALT00000045990	422703
ENSGALT00000044506	419190
ENSGALT00000006588	419190
ENSGALT00000006595	428142
ENSGALT00000040013	.
ENSGALT00000006598	.
ENSGALT00000006604	419192
ENSGALT00000006631	419194
ENSGALT00000006710	419196
ENSGALT00000019988	422704
ENSGALT00000043850	422704
ENSGALT00000006749	419197
ENSGALT00000002921	417514
ENSGALT00000006810	419198
ENSGALT00000019994	422705
ENSGALT00000006850	100858089
ENSGALT00000044383	419200
ENSGALT00000040261	101749942
ENSGALT00000040262	101749942
ENSGALT00000006862	419201
ENSGALT00000006887	419203
ENSGALT00000039955	770867
ENSGALT00000039952	419205
ENSGALT00000006926	419205
ENSGALT00000002944	.
ENSGALT00000007073	770495
ENSGALT00000040256	.
ENSGALT00000040248	396227
ENSGALT00000002986	417516
ENSGALT00000003016	417517
ENSGALT00000007116	428145
ENSGALT00000007167	419206
ENSGALT00000007180	395745
ENSGALT00000007232	419207
ENSGALT00000007275	419208
ENSGALT00000007309	419209
ENSGALT00000037633	395979
ENSGALT00000032121	395979
ENSGALT00000032123	395979
ENSGALT00000007358	419210
ENSGALT00000007428	419211
ENSGALT00000007499	419212
ENSGALT00000020006	771920
ENSGALT00000003043	417518
ENSGALT00000003069	417519
ENSGALT00000020032	422708
ENSGALT00000007543	419213
ENSGALT00000007541	419213
ENSGALT00000007572	771089
ENSGALT00000037628	422709
ENSGALT00000034233	428146
ENSGALT00000007670	419215
ENSGALT00000000071	425211
ENSGALT00000000070	425210
ENSGALT00000022719	426362
ENSGALT00000003192	417520
ENSGALT00000028340	426361
ENSGALT00000000829	426710
ENSGALT00000020064	772178
ENSGALT00000020068	395113
ENSGALT00000045166	417522
ENSGALT00000003204	417522
ENSGALT00000043038	771136
ENSGALT00000007671	771144
ENSGALT00000003246	417523
ENSGALT00000007669	419216
ENSGALT00000007724	419217
ENSGALT00000020085	422711
ENSGALT00000020097	430411
ENSGALT00000033544	427821
ENSGALT00000003254	771592
ENSGALT00000003347	417525
ENSGALT00000037607	396033
ENSGALT00000020115	.
ENSGALT00000020119	416137
ENSGALT00000020119	416137
ENSGALT00000020119	422713
ENSGALT00000020119	422713
ENSGALT00000045575	422714
ENSGALT00000007763	419218
ENSGALT00000007780	770781
ENSGALT00000039827	.
ENSGALT00000007790	.
ENSGALT00000020128	428776
ENSGALT00000042985	419221
ENSGALT00000045304	.
ENSGALT00000008180	419222
ENSGALT00000020161	422715
ENSGALT00000008225	.
ENSGALT00000003372	417526
ENSGALT00000003422	417527
ENSGALT00000008232	771330
ENSGALT00000044335	395318
ENSGALT00000008262	419225
ENSGALT00000021577	.
ENSGALT00000021691	422717
ENSGALT00000021697	422718
ENSGALT00000021880	414873
ENSGALT00000021898	422719
ENSGALT00000008294	419226
ENSGALT00000003463	417528
ENSGALT00000008300	428147
ENSGALT00000003484	417529
ENSGALT00000003599	417530
ENSGALT00000008344	419227
ENSGALT00000008350	395365
ENSGALT00000008535	.
ENSGALT00000035042	417531
ENSGALT00000034053	419228
ENSGALT00000003612	.
ENSGALT00000008570	.
ENSGALT00000044222	.
ENSGALT00000021952	422720
ENSGALT00000043572	422720
ENSGALT00000023264	.
ENSGALT00000021994	422721
ENSGALT00000008576	101747662
ENSGALT00000008576	101747662
ENSGALT00000008576	101747728
ENSGALT00000008576	101747728
ENSGALT00000022040	415121
ENSGALT00000008583	396391
ENSGALT00000041383	417533
ENSGALT00000037595	422723
ENSGALT00000003670	395552
ENSGALT00000008764	419231
ENSGALT00000039709	419231
ENSGALT00000022097	396319
ENSGALT00000023517	417534
ENSGALT00000022100	395168
ENSGALT00000003684	101747625
ENSGALT00000003684	101747625
ENSGALT00000003684	101749005
ENSGALT00000003684	101749005
ENSGALT00000022114	422726
ENSGALT00000044806	422727
ENSGALT00000008861	428149
ENSGALT00000008871	419233
ENSGALT00000039706	.
ENSGALT00000009003	.
ENSGALT00000045494	417536
ENSGALT00000022126	428778
ENSGALT00000003729	417537
ENSGALT00000009029	396242
ENSGALT00000032109	395204
ENSGALT00000022129	395204
ENSGALT00000044857	431060
ENSGALT00000009040	771446
ENSGALT00000003748	417538
ENSGALT00000009067	.
ENSGALT00000022137	422728
ENSGALT00000003757	417539
ENSGALT00000009144	419235
ENSGALT00000043825	419236
ENSGALT00000003775	417540
ENSGALT00000009227	419238
ENSGALT00000003859	417541
ENSGALT00000045627	.
ENSGALT00000037573	.
ENSGALT00000022147	422729
ENSGALT00000009253	.
ENSGALT00000033989	419240
ENSGALT00000032107	769077
ENSGALT00000045211	422730
ENSGALT00000022171	422730
ENSGALT00000009286	419241
ENSGALT00000022188	422731
ENSGALT00000009301	419242
ENSGALT00000009312	419243
ENSGALT00000022194	422732
ENSGALT00000022198	422733
ENSGALT00000022204	422734
ENSGALT00000022219	422736
ENSGALT00000009316	395606
ENSGALT00000022223	428779
ENSGALT00000009353	428151
ENSGALT00000022234	422738
ENSGALT00000037073	419244
ENSGALT00000009385	419244
ENSGALT00000022249	422739
ENSGALT00000022297	422740
ENSGALT00000043446	422741
ENSGALT00000033928	419245
ENSGALT00000022307	422742
ENSGALT00000009403	419246
ENSGALT00000009463	419247
ENSGALT00000009494	419248
ENSGALT00000003887	417542
ENSGALT00000022308	396534
ENSGALT00000009545	.
ENSGALT00000022312	422743
ENSGALT00000009557	.
ENSGALT00000042626	419251
ENSGALT00000033911	374070
ENSGALT00000009608	419253
ENSGALT00000045917	374200
ENSGALT00000009656	419254
ENSGALT00000009665	428153
ENSGALT00000009675	.
ENSGALT00000022357	422744
ENSGALT00000022366	.
ENSGALT00000003916	417543
ENSGALT00000037552	422746
ENSGALT00000003929	417544
ENSGALT00000003944	408253
ENSGALT00000004011	427823
ENSGALT00000009729	419255
ENSGALT00000004043	417545
ENSGALT00000039936	396498
ENSGALT00000029412	.
ENSGALT00000044212	427232
ENSGALT00000044212	427232
ENSGALT00000044212	100857583
ENSGALT00000044212	100857583
ENSGALT00000004075	396022
ENSGALT00000044017	.
ENSGALT00000043600	.
ENSGALT00000044170	100858664
ENSGALT00000046111	101747947
ENSGALT00000022376	422747
ENSGALT00000004087	417546
ENSGALT00000042649	.
ENSGALT00000032098	422748
ENSGALT00000022383	422749
ENSGALT00000004120	417547
ENSGALT00000004122	.
ENSGALT00000009739	419256
ENSGALT00000043479	.
ENSGALT00000042786	101749222
ENSGALT00000037540	373991
ENSGALT00000037539	373991
ENSGALT00000029895	419257
ENSGALT00000009779	419259
ENSGALT00000045222	428780
ENSGALT00000046129	.
ENSGALT00000004144	417549
ENSGALT00000042747	.
ENSGALT00000036322	.
ENSGALT00000010143	425299
ENSGALT00000036310	395423
ENSGALT00000009828	419260
ENSGALT00000032094	422750
ENSGALT00000042724	.
ENSGALT00000004146	417550
ENSGALT00000022562	395323
ENSGALT00000043254	.
ENSGALT00000004180	417552
ENSGALT00000009849	419261
ENSGALT00000004183	417553
ENSGALT00000039926	417554
ENSGALT00000004274	417555
ENSGALT00000044531	.
ENSGALT00000012800	.
ENSGALT00000022571	378783
ENSGALT00000009189	395509
ENSGALT00000044042	101751335
ENSGALT00000022476	.
ENSGALT00000004318	771549
ENSGALT00000009858	395096
ENSGALT00000009881	419262
ENSGALT00000022578	422751
ENSGALT00000004394	100859747
ENSGALT00000022592	422752
ENSGALT00000009893	419263
ENSGALT00000022597	.
ENSGALT00000044228	100858468
ENSGALT00000022602	770088
ENSGALT00000039422	771734
ENSGALT00000022604	422756
ENSGALT00000009971	.
ENSGALT00000032088	422758
ENSGALT00000039408	419268
ENSGALT00000009978	419268
ENSGALT00000022637	.
ENSGALT00000043160	374233
ENSGALT00000045292	100859439
ENSGALT00000039400	.
ENSGALT00000022640	422760
ENSGALT00000004448	417557
ENSGALT00000022792	422762
ENSGALT00000000339	430115
ENSGALT00000039389	428155
ENSGALT00000045797	771763
ENSGALT00000044780	100858650
ENSGALT00000009996	419270
ENSGALT00000000023	101747750
ENSGALT00000044738	395788
ENSGALT00000009999	432370
ENSGALT00000043417	432370
ENSGALT00000004467	771559
ENSGALT00000022796	422763
ENSGALT00000022799	422764
ENSGALT00000010006	771781
ENSGALT00000043574	.
ENSGALT00000033804	419273
ENSGALT00000039372	419274
ENSGALT00000004484	417558
ENSGALT00000004650	417559
ENSGALT00000010020	100859573
ENSGALT00000022828	422765
ENSGALT00000022839	770263
ENSGALT00000022847	422766
ENSGALT00000044472	422766
ENSGALT00000046168	425244
ENSGALT00000043166	.
ENSGALT00000043268	.
ENSGALT00000043518	430538
ENSGALT00000022858	396407
ENSGALT00000022861	770387
ENSGALT00000010025	395282
ENSGALT00000033797	419276
ENSGALT00000044428	428783
ENSGALT00000022870	396143
ENSGALT00000022872	100859761
ENSGALT00000010026	373954
ENSGALT00000010073	373954
ENSGALT00000010129	395081
ENSGALT00000043409	395081
ENSGALT00000043045	101751411
ENSGALT00000045395	.
ENSGALT00000044458	.
ENSGALT00000010138	396356
ENSGALT00000010406	395243
ENSGALT00000010406	395243
ENSGALT00000010406	428156
ENSGALT00000010406	428156
ENSGALT00000034972	427825
ENSGALT00000010407	419277
ENSGALT00000039837	427826
ENSGALT00000022884	.
ENSGALT00000010432	.
ENSGALT00000043416	100859759
ENSGALT00000010439	771852
ENSGALT00000010439	771852
ENSGALT00000010439	101749430
ENSGALT00000010439	101749430
ENSGALT00000044548	417560
ENSGALT00000010442	771861
ENSGALT00000010473	419279
ENSGALT00000022955	422768
ENSGALT00000010538	419280
ENSGALT00000004728	100857105
ENSGALT00000043946	422769
ENSGALT00000022965	.
ENSGALT00000004762	417561
ENSGALT00000022968	422770
ENSGALT00000010607	419281
ENSGALT00000000186	100857317
ENSGALT00000004795	.
ENSGALT00000022974	770511
ENSGALT00000022976	422771
ENSGALT00000022980	422772
ENSGALT00000022989	422773
ENSGALT00000022997	422774
ENSGALT00000023001	770600
ENSGALT00000037467	770624
ENSGALT00000004849	417563
ENSGALT00000023022	422776
ENSGALT00000043612	100857319
ENSGALT00000023033	422777
ENSGALT00000023042	422778
ENSGALT00000023043	422779
ENSGALT00000004873	417564
ENSGALT00000037450	395548
ENSGALT00000023059	422780
ENSGALT00000004908	101750600
ENSGALT00000010635	100859766
ENSGALT00000010645	395070
ENSGALT00000039296	395070
ENSGALT00000010661	419284
ENSGALT00000044675	419284
ENSGALT00000010675	428158
ENSGALT00000004993	771635
ENSGALT00000042979	771902
ENSGALT00000005046	100857289
ENSGALT00000010709	419286
ENSGALT00000045787	.
ENSGALT00000021507	.
ENSGALT00000029791	426450
ENSGALT00000023065	770302
ENSGALT00000011223	.
ENSGALT00000042732	.
ENSGALT00000046213	769996
ENSGALT00000023068	422781
ENSGALT00000005087	417565
ENSGALT00000023074	422782
ENSGALT00000023079	770355
ENSGALT00000010718	.
ENSGALT00000039767	417566
ENSGALT00000023080	395522
ENSGALT00000023095	422786
ENSGALT00000023102	422787
ENSGALT00000010768	419288
ENSGALT00000010777	419289
ENSGALT00000039253	395882
ENSGALT00000010794	419290
ENSGALT00000033713	.
ENSGALT00000023108	428787
ENSGALT00000023145	422793
ENSGALT00000033711	428160
ENSGALT00000005654	427829
ENSGALT00000005678	395935
ENSGALT00000023144	422792
ENSGALT00000005687	417568
ENSGALT00000023136	.
ENSGALT00000010816	.
ENSGALT00000010897	419292
ENSGALT00000005705	417569
ENSGALT00000034941	427830
ENSGALT00000000206	425468
ENSGALT00000023123	425467
ENSGALT00000005790	417570
ENSGALT00000023118	422788
ENSGALT00000010917	419293
ENSGALT00000005793	771690
ENSGALT00000022768	430829
ENSGALT00000005809	417571
ENSGALT00000029529	425121
ENSGALT00000045371	395492
ENSGALT00000044596	.
ENSGALT00000045329	.
ENSGALT00000041403	426317
ENSGALT00000039235	101750666
ENSGALT00000044206	.
ENSGALT00000022105	426196
ENSGALT00000045098	.
ENSGALT00000045694	771173
ENSGALT00000000233	429811
ENSGALT00000022020	.
ENSGALT00000005975	417573
ENSGALT00000039224	396432
ENSGALT00000045396	.
ENSGALT00000003519	374126
ENSGALT00000010979	419295
ENSGALT00000003560	423977
ENSGALT00000010982	419296
ENSGALT00000010982	419296
ENSGALT00000010982	101749634
ENSGALT00000010982	101749634
ENSGALT00000010983	419297
ENSGALT00000003581	423978
ENSGALT00000003630	423979
ENSGALT00000011020	419299
ENSGALT00000033688	.
ENSGALT00000003669	373964
ENSGALT00000011045	.
ENSGALT00000003701	423980
ENSGALT00000045979	771994
ENSGALT00000005660	431225
ENSGALT00000003720	423981
ENSGALT00000003753	423982
ENSGALT00000000667	426435
ENSGALT00000043700	.
ENSGALT00000043976	771123
ENSGALT00000045940	430729
ENSGALT00000021744	426023
ENSGALT00000045712	.
ENSGALT00000005983	427832
ENSGALT00000023163	422795
ENSGALT00000045559	.
ENSGALT00000000200	425418
ENSGALT00000045833	101747284
ENSGALT00000023164	428789
ENSGALT00000032078	100858463
ENSGALT00000043473	.
ENSGALT00000043007	100859413
ENSGALT00000003781	423983
ENSGALT00000011060	396434
ENSGALT00000023171	428790
ENSGALT00000003836	423984
ENSGALT00000011061	419302
ENSGALT00000043039	101747537
ENSGALT00000003881	423985
ENSGALT00000023178	422797
ENSGALT00000023186	422799
ENSGALT00000011074	419303
ENSGALT00000003954	423986
ENSGALT00000042826	423986
ENSGALT00000011080	428161
ENSGALT00000011080	428161
ENSGALT00000011080	101751947
ENSGALT00000011080	101751947
ENSGALT00000023194	422800
ENSGALT00000011088	.
ENSGALT00000045093	.
ENSGALT00000011138	428163
